Administrative,Informational,ProductRelated,ExitRates,PageValues,SpecialDay,Month,Region,TrafficType,VisitorType0,VisitorType1,Weekend,Revenue
1,0,34,0.03420234229855201,0.30762823107900195,0.0,10,1,2,0.0,1.0,0,1
0,0,9,0.03143367202290309,20.285463438206186,0.0,11,4,2,0.0,0.0,0,1
9,1,71,0.004315001312149235,42.643866067401945,0.0,5,2,4,0.0,1.0,1,1
1,1,213,0.012578221458125718,1.9463341742445794,0.0,10,1,2,0.0,1.0,0,1
0,0,24,0.020333675639181013,0.0,0.0,11,3,2,0.0,1.0,1,1
2,0,145,0.03337902665825201,0.0,0.0,7,3,3,0.0,1.0,1,1
1,0,8,0.008976930862120397,20.11691866628907,0.0,3,1,8,0.0,0.0,0,1
3,0,38,0.016632711549633056,54.05450435366698,0.0,11,1,2,0.0,0.0,0,1
0,0,13,0.009822309958685592,88.42064886946099,0.0,11,1,2,0.0,0.0,0,1
0,0,58,0.010775299163717453,0.0,0.0,11,9,2,0.0,0.0,0,1
0,0,8,0.03429357990116054,9.831964288392747,0.0,9,3,1,0.0,1.0,0,1
10,0,69,0.016348688579288215,0.0,0.0,11,7,1,0.0,1.0,0,1
0,0,6,0.015291533661354745,16.843157927154028,0.0,10,3,2,0.0,1.0,1,1
2,1,10,0.01624880280424892,15.760923852546956,0.0,3,4,2,0.0,1.0,0,1
2,0,125,0.03456861587647908,2.831064121942182,0.0,11,3,1,0.0,1.0,0,1
0,1,118,0.01706350929565169,33.91580305700379,0.0,11,1,2,0.0,1.0,0,1
0,0,159,0.02931636050677203,0.0,0.0,11,1,2,0.0,1.0,0,1
13,3,76,0.02101351969756349,6.512937813335409,0.0,12,1,2,0.0,1.0,0,1
0,0,10,0.015421964706618375,48.96726327700107,0.0,5,1,4,0.0,1.0,1,1
9,4,46,0.02432154393479793,9.275091851302642,0.0,11,1,2,0.0,1.0,1,1
0,0,65,0.0076906498603762485,4.682341438444241,0.0,11,1,2,0.0,1.0,1,1
3,2,132,0.032113284689994186,0.1467021399188489,0.0,11,3,2,0.0,1.0,0,1
0,0,27,0.03660824741885434,8.056317789165485,0.0,12,3,2,0.0,1.0,0,1
3,0,6,0.00575791223095516,17.308278549357787,0.0,11,9,8,0.0,0.0,0,1
5,0,2,0.02420912702238797,7.9458700205783535,0.0,7,3,2,0.0,0.0,1,1
2,0,44,0.027334829120125,56.06522427097369,0.0,11,3,2,0.0,1.0,0,1
10,0,5,0.017709282078531476,10.945682249547325,0.0,11,1,2,0.0,1.0,0,1
0,0,45,0.012499990801376565,52.221313746209255,0.0,5,1,2,0.0,1.0,1,1
0,0,29,0.006756064183045324,91.61725657554098,0.0,11,3,2,0.0,0.0,1,1
0,0,12,0.008589746201990748,77.83581114186505,0.0,11,1,2,0.0,0.0,0,1
1,2,22,0.009047391314388727,20.031573005047974,0.0,5,3,4,0.0,1.0,1,1
0,0,60,0.02402843932641609,0.0,0.0,11,3,2,0.0,1.0,0,1
6,0,36,0.010794542233658673,21.454588262468793,0.0,11,3,11,0.0,1.0,0,1
6,0,85,0.01603814696265405,3.6179161842414,0.0,12,3,2,0.0,1.0,0,1
0,0,48,0.00476209491714245,0.0,0.0,11,3,2,0.0,0.0,0,1
2,0,28,0.03430548885627928,19.905776021117237,0.0,11,7,1,0.0,1.0,0,1
0,0,39,0.015008641607632295,68.27829634924849,0.0,12,5,2,0.0,0.0,0,1
1,0,13,0.028119642582816004,36.35887109031234,0.0,10,1,4,0.0,1.0,0,1
0,1,21,0.01390493568122257,43.224588033648615,0.0,11,2,2,0.0,1.0,0,1
0,0,14,0.028323093299830848,128.55662020609506,0.0,12,9,2,0.0,0.0,0,1
0,0,7,0.0037346329757324765,44.178631887401444,0.0,11,1,2,0.0,0.0,0,1
11,0,70,0.02526902135340313,12.993835117264885,0.0,10,3,1,0.0,1.0,0,1
2,0,64,0.012382297293908561,9.34115892988745,0.0,11,3,1,0.0,1.0,0,1
0,0,19,0.016853757786888326,29.995452954773054,0.0,5,8,2,0.0,0.0,1,1
3,0,9,0.025657325623674947,18.148269962343804,0.0,5,1,1,0.0,1.0,0,1
1,0,1,0.039523378941934466,0.0,0.0,9,1,5,0.0,0.0,0,1
0,0,9,0.013691638904591656,38.28820852183671,0.0,5,1,4,0.0,0.0,0,1
3,0,87,0.025830658699507653,0.0,0.0,11,1,1,0.0,1.0,0,1
2,0,6,0.011560308932897907,0.0,0.0,11,1,2,0.0,0.0,0,1
2,1,22,0.02569258888594108,0.0,0.0,11,1,4,0.0,1.0,1,1
9,0,66,0.02306087335365627,7.2845456760248855,0.0,11,3,2,0.0,1.0,1,1
0,0,16,0.01502762005960662,0.0,0.0,11,4,2,0.0,1.0,0,1
0,0,8,0.026878231902631666,30.825385602445003,0.0,5,1,2,0.0,1.0,0,1
0,0,3,0.0042555031744208535,33.2772112526211,0.0,10,3,2,0.0,1.0,1,1
4,1,101,0.01566443614028187,51.22903208677585,0.0,11,1,2,0.0,1.0,1,1
0,0,7,0.04577629847148951,57.04530877324962,0.0,8,1,2,0.0,1.0,0,1
1,0,64,0.028195191176332467,6.871049777054026,0.0,5,1,4,0.0,1.0,0,1
13,6,68,0.011112479925582598,1.4751736943563412,0.0,11,1,2,0.0,1.0,0,1
3,0,7,0.006893129862838034,53.6520779146722,0.0,11,1,2,0.0,0.0,0,1
0,0,49,0.05376091306988627,0.0,0.0,11,4,11,0.0,1.0,1,1
1,0,16,0.021117385247423487,0.0,0.0,11,2,1,0.0,1.0,0,1
3,0,37,0.01810173418145773,50.4053958307987,0.0,5,1,2,0.0,1.0,1,1
2,0,81,0.010785767453242367,0.3326628042236111,0.0,11,1,2,0.0,1.0,0,1
0,0,7,0.013284527861760804,62.114794905431836,0.0,5,1,2,0.0,0.0,1,1
9,2,83,0.011878392890687112,1.952027472035068,0.0,11,1,2,0.0,1.0,0,1
0,1,82,0.004604358872607709,3.9538907406174886,0.0,3,1,2,0.0,1.0,0,1
0,0,43,0.024840622904943575,11.046375507578079,0.0,11,4,10,0.0,1.0,0,1
1,0,21,0.03317168554592631,13.205224190800243,0.0,3,1,2,0.0,1.0,0,1
0,0,113,0.027495026078644548,0.0,0.0,11,3,2,0.0,1.0,0,1
1,0,26,0.02185455394691064,5.762757992873335,0.0,11,2,1,0.0,1.0,0,1
0,0,21,0.006581521650267997,14.21302249266108,0.0,3,2,2,0.0,0.0,0,1
2,0,42,0.019011513392737985,24.261208864813945,0.0,5,5,2,0.0,0.0,1,1
0,0,23,0.0070463780933738545,30.459669250761777,0.0,5,1,4,0.0,0.0,0,1
1,0,7,0.019464288652429183,53.47806855697932,0.0,3,1,2,0.0,0.0,0,1
6,0,18,0.01204969740876099,12.114763319785347,0.0,11,1,4,0.0,1.0,1,1
1,0,38,0.004488001721900073,11.112644398776956,0.0,5,6,4,0.0,1.0,0,1
0,3,13,0.014240483846312869,73.32198965572992,0.0,12,1,2,0.0,1.0,0,1
5,3,213,0.01677231347121721,2.7104383027068715,0.0,11,1,2,0.0,1.0,0,1
0,0,16,0.02903900879423462,0.0,0.0,11,3,1,0.0,1.0,0,1
7,0,17,0.013070241489308503,0.0,0.0,11,3,1,0.0,1.0,0,1
4,0,7,0.012531140022752593,3.451939477726356,0.0,7,6,4,0.0,1.0,0,1
1,0,63,0.04903488471871165,17.974198527187344,0.0,9,1,1,0.0,1.0,0,1
1,0,13,0.0246244772521766,43.95666957323415,0.0,11,3,3,0.0,1.0,0,1
1,0,4,0.031735836025284736,8.832563067157851,0.0,11,1,2,0.0,1.0,0,1
4,0,2,0.028702936419855263,0.0,0.0,9,3,2,0.0,1.0,0,1
14,1,195,0.025281398189084106,2.072362894309522,0.0,7,2,1,0.0,1.0,1,1
0,0,38,0.010068085968771071,18.32292820593901,0.0,12,1,2,0.0,0.0,0,1
6,0,10,0.006245289865798219,14.028309972009332,0.0,11,3,8,0.0,0.0,1,1
1,0,24,0.013492078931028216,11.017394998968776,0.0,11,1,2,0.0,0.0,0,1
0,0,16,0.0016597035456109238,54.86190677883475,0.0,9,7,2,0.0,0.0,0,1
1,0,20,0.010285033081328278,25.42309895437353,0.0,11,2,2,0.0,1.0,1,1
1,0,65,0.04012471804258788,0.0,0.0,11,1,2,0.0,1.0,1,1
4,1,115,0.02554156293292003,15.457191943126311,0.0,11,2,10,0.0,1.0,0,1
1,0,12,0.01845156823046482,37.99004685837914,0.0,11,3,3,0.0,1.0,0,1
1,1,10,0.02002384505136536,60.016572552777234,0.0,11,1,1,0.0,1.0,0,1
0,0,8,0.031364135170313806,2.333590645846515,0.0,11,3,4,0.0,1.0,0,1
4,0,18,0.013690348114650568,9.060220168903534,0.0,3,1,1,0.0,1.0,0,1
0,1,8,0.01345423166360677,38.55731290573668,0.0,5,1,2,0.0,1.0,0,1
3,0,39,0.02335505314942805,15.46222020713375,0.0,11,1,2,0.0,1.0,0,1
8,0,24,0.006489940653667383,22.883725549656383,0.0,5,3,2,0.0,0.0,0,1
9,4,137,0.019388827608821355,6.592616672568143,0.0,11,1,2,0.0,1.0,1,1
11,1,81,0.010751490074684768,19.95442284757452,0.0,11,1,2,0.0,1.0,0,1
4,0,125,0.017067236811493764,1.8940763688270976,0.0,12,3,1,0.0,1.0,0,1
0,0,89,0.03162427923634989,8.887688297815933,0.0,11,1,10,0.0,1.0,0,1
2,1,10,0.023301781425272318,19.212540420560334,0.0,11,3,10,0.0,1.0,0,1
2,0,14,0.010751425877614153,0.2996996207678841,0.0,11,1,3,0.0,1.0,1,1
0,0,24,0.02744600550105327,1.2653780304719455,0.0,11,3,2,0.0,1.0,1,1
0,0,9,0.019901246384653154,69.3210179879803,0.0,11,2,2,0.0,0.0,0,1
4,0,2,0.04313485599626216,0.0,0.0,11,6,2,0.0,0.0,1,1
0,0,16,0.011229083670470517,25.077550848021904,0.0,5,7,2,0.0,0.0,0,1
8,2,30,0.01653016542974706,16.636939416982177,0.0,12,3,2,0.0,1.0,0,1
11,0,186,0.010754942410519462,9.80069247363823,0.0,11,3,2,0.0,1.0,1,1
0,0,3,0.06606231464732651,26.92922507971715,0.0,10,3,2,0.0,1.0,1,1
2,1,37,0.020609442206453808,0.6534914809664163,0.0,12,2,1,0.0,1.0,0,1
0,0,4,0.023519292716337743,0.0,0.0,11,4,11,0.0,1.0,1,1
0,0,3,0.06536015236901752,0.0,0.0,11,2,2,0.0,1.0,0,1
3,0,12,0.004466917956679211,0.0,0.0,11,3,2,0.0,0.0,0,1
0,0,9,0.009757683488412498,21.94116013716425,0.0,12,1,2,0.0,0.0,1,1
3,0,48,0.01801426747627033,0.0,0.0,11,3,2,0.0,0.0,0,1
1,0,21,0.007013909266291022,14.98245058390495,0.0,11,3,3,0.0,1.0,0,1
0,0,7,0.009082462082637195,58.231217053655115,0.0,3,1,2,0.0,1.0,0,1
1,1,79,0.017231868646701,5.540952494867705,0.0,11,1,2,0.0,1.0,1,1
0,0,50,0.02586625585820916,4.517008467763709,0.0,7,1,4,0.0,1.0,0,1
0,0,72,0.0150688075460619,0.0,0.0,11,1,2,0.0,1.0,0,1
0,0,24,0.02982833514055821,16.83884746220716,0.0,8,1,4,0.0,1.0,0,1
0,0,118,0.019168522045435347,0.0,0.0,11,3,2,0.0,1.0,1,1
6,2,24,0.014972084414614116,19.759664679921627,0.0,10,2,2,0.0,1.0,0,1
0,0,7,0.006723147532736092,57.8397315860966,0.0,3,3,2,0.0,1.0,0,1
9,4,92,0.026492798688011972,3.2298641317278003,0.0,11,1,2,0.0,1.0,1,1
1,0,6,0.03188012988596054,0.0,0.0,11,1,2,0.0,0.0,0,1
9,3,70,0.032380952000000005,11.027931857379063,0.0,5,3,13,0.0,1.0,0,1
5,0,41,0.009830661004507591,25.86660404372526,0.0,12,3,1,0.0,1.0,0,1
2,0,20,0.005700408148349766,16.506956378213737,0.0,12,3,2,0.0,0.0,0,1
1,0,29,0.02412768158782434,1.370366130218062,0.0,8,3,2,0.0,1.0,0,1
0,0,7,0.0021665174123422703,60.974643223627524,0.0,3,1,2,0.0,1.0,0,1
1,1,8,0.003198425631252194,30.65999337316065,0.0,5,1,2,0.0,1.0,0,1
1,0,20,0.0029338982193327467,13.018795451420118,0.0,11,2,2,0.0,1.0,1,1
0,0,9,0.02390972379745769,20.118115195186146,0.0,11,1,2,0.0,1.0,0,1
1,1,19,0.05201941455809315,13.295599071116968,0.0,5,1,4,0.0,1.0,1,1
0,0,37,0.01476732199357493,0.0,0.0,11,4,2,0.0,1.0,0,1
2,0,13,0.015262047353786745,0.0,0.0,9,1,4,0.0,1.0,1,1
0,0,9,0.04670831570841266,39.90537902898177,0.0,12,9,2,0.0,1.0,0,1
0,0,69,0.008386258211537807,103.49461417904871,0.0,11,1,2,0.0,1.0,0,1
0,0,13,0.03420914571631998,0.0,0.0,11,1,2,0.0,1.0,0,1
0,0,10,0.027855471641675233,31.936214067704963,0.0,5,2,2,0.0,0.0,0,1
2,0,27,0.026417289849143075,1.3290497871583415,0.0,9,9,3,0.0,1.0,0,1
1,0,8,0.010937172256441642,28.392571313231493,0.0,11,6,2,0.0,0.0,1,1
4,1,31,0.006536844760083054,22.8133759214724,0.0,5,4,5,0.0,0.0,0,1
2,0,29,0.020380517040138303,33.13820664906005,0.0,11,1,2,0.0,1.0,1,1
0,0,69,0.014315769187607588,0.0,0.0,11,4,2,0.0,1.0,0,1
10,1,28,0.021785000258652567,13.623363259659284,0.0,3,1,2,0.0,1.0,0,1
6,0,62,0.010027231132743094,11.360486470727414,0.0,11,1,3,0.0,1.0,0,1
2,0,35,0.017423457061429178,3.926100117589558,0.0,3,7,2,0.0,1.0,0,1
3,0,8,0.009892228568433449,39.29516767050627,0.0,7,1,1,0.0,1.0,0,1
0,0,58,0.013337492404005646,3.883262915958113,0.0,5,1,4,0.0,1.0,0,1
1,0,18,0.011233216043260765,37.620832457179766,0.0,11,4,2,0.0,1.0,0,1
0,0,8,0.025539088226655533,33.86668765712464,0.0,5,3,2,0.0,1.0,0,1
1,0,56,0.065154186496303,0.0,0.0,11,2,2,0.0,1.0,1,1
5,0,35,0.013125111630745753,45.56011342387141,0.0,11,3,3,0.0,1.0,0,1
1,0,11,0.030591302819390404,9.238611930019847,0.0,11,1,3,0.0,1.0,0,1
5,0,3,0.028181142626541297,2.586588470319958,0.0,11,1,2,0.0,1.0,0,1
0,0,10,0.011426250413154634,90.85029221347362,0.0,11,1,2,0.0,1.0,0,1
0,2,134,0.01711824166299549,4.898998093775614,0.0,11,1,2,0.0,1.0,0,1
0,0,14,0.00739337590654058,93.96514196326567,0.0,11,3,2,0.0,0.0,1,1
5,0,29,0.013918442920343629,49.557177161218746,0.0,5,4,2,0.0,1.0,0,1
0,0,8,0.009241513084118457,54.07784411423912,0.0,5,1,2,0.0,0.0,1,1
0,0,9,0.0022340017263401714,93.6133114410345,0.0,10,6,2,0.0,0.0,0,1
0,0,14,0.0003275570948136023,106.41497046858245,0.0,5,3,2,0.0,1.0,0,1
2,0,29,0.0037715859901296046,41.883701912990276,0.0,12,4,1,0.0,1.0,1,1
0,0,16,0.013183611890908636,10.4009976757864,0.0,5,1,3,0.0,0.0,0,1
3,0,16,0.0020566989348959125,93.9613219090907,0.0,12,1,2,0.0,0.0,1,1
6,0,56,0.014289971938783714,20.41996016830038,0.0,11,1,1,0.0,1.0,0,1
0,0,58,0.02777401358495018,0.0,0.0,11,1,1,0.0,1.0,1,1
4,0,37,0.013681893718609619,49.51117234640249,0.0,5,4,2,0.0,1.0,1,1
0,0,17,0.022222222000000003,62.79927064481383,0.0,3,1,2,0.0,1.0,1,1
0,0,3,0.04567422250906502,0.0,0.0,11,3,1,0.0,1.0,0,1
0,0,8,0.013621742385617936,43.39887248264882,0.0,5,1,2,0.0,0.0,0,1
1,0,29,0.020713393131975986,11.153394238095231,0.0,3,3,1,0.0,1.0,0,1
4,0,13,0.019415748779624622,32.21353456966407,0.0,3,1,2,0.0,1.0,0,1
11,3,304,0.0142164703464199,7.703344326292163,0.0,11,1,2,0.0,1.0,0,1
0,0,26,0.011258790764333441,35.03550961752008,0.0,5,3,4,0.0,1.0,0,1
3,0,53,0.008463997274604437,53.06663222521554,0.0,5,1,4,0.0,1.0,0,1
4,0,66,0.02381183534022901,11.820976747719868,0.0,12,1,1,0.0,1.0,0,1
9,4,127,0.015718333165914065,32.92988790950044,0.0,11,1,2,0.0,1.0,1,1
0,0,20,0.016784932212134496,0.02477588745098021,0.0,7,6,4,0.0,1.0,0,1
5,1,132,0.020187504589460725,14.550385534660736,0.0,11,4,1,0.0,1.0,0,1
1,0,1,0.01618562961834836,0.0,0.0,11,3,1,0.0,1.0,0,1
0,0,4,0.031000403056108777,4.483110691849415,0.0,11,4,11,0.0,1.0,1,1
1,0,3,0.03326889113771151,48.636215117116485,0.0,5,3,3,0.0,1.0,0,1
0,0,4,0.026281302838131244,0.0,0.0,11,1,2,0.0,1.0,0,1
0,2,89,0.017785663555919803,0.0,0.0,11,1,2,0.0,1.0,1,1
5,0,4,0.006026736041828197,33.45886970170329,0.0,9,3,2,0.0,0.0,1,1
0,0,10,0.001968121753980692,92.52509516273904,0.0,10,1,2,0.0,1.0,1,1
3,0,7,0.013978767340516065,0.0,0.0,11,1,8,0.0,0.0,1,1
8,1,28,0.009190774109136109,25.558641898651246,0.0,5,1,5,0.0,0.0,0,1
0,0,20,0.012607978489521813,77.6825361352496,0.0,12,1,2,0.0,1.0,0,1
0,1,130,0.025010127762993495,0.0,0.0,11,4,2,0.0,1.0,0,1
2,0,22,0.019572951943630835,12.27954220432316,0.0,9,9,2,0.0,1.0,0,1
1,0,13,0.011324279937553347,62.700827628404426,0.0,11,1,2,0.0,0.0,0,1
2,0,16,0.01476832513993087,40.64444156502562,0.0,9,4,1,0.0,1.0,0,1
3,1,14,0.010273847674651854,44.52118112410169,0.0,11,1,4,0.0,1.0,0,1
5,3,147,0.014127333795071756,18.906874745141472,0.0,11,3,1,0.0,1.0,0,1
0,0,53,0.03049336996666717,13.312977411127681,0.0,11,1,1,0.0,1.0,0,1
0,1,8,0.01755465069769682,32.98213424211077,0.0,5,1,2,0.0,1.0,0,1
0,0,10,0.01949926492577575,39.53150431636772,0.0,5,3,4,0.0,1.0,1,1
0,0,44,0.0019822575287218643,40.69333524808626,0.0,3,1,2,0.0,1.0,1,1
4,0,26,0.003309094008962401,15.520127032845101,0.0,11,9,2,0.0,0.0,0,1
0,0,7,0.02395101240926387,57.89422973781065,0.0,8,1,2,0.0,1.0,0,1
0,0,69,0.008203030742248046,92.39841602857977,0.0,11,1,2,0.0,1.0,0,1
1,0,26,0.02391514983808697,18.492506596806482,0.0,5,1,2,0.0,1.0,0,1
8,0,26,0.02377811453973792,31.81470017516767,0.0,11,1,2,0.0,1.0,0,1
5,0,51,0.008139354465051747,18.401677369964162,0.0,11,3,3,0.0,1.0,0,1
0,0,50,0.01996173447132951,55.842301817862975,0.0,5,1,2,0.0,0.0,1,1
0,2,149,0.03157523022554003,0.0,0.0,11,1,2,0.0,1.0,0,1
1,0,6,0.014285714,0.0,0.0,11,1,2,0.0,0.0,0,1
2,0,11,0.015594074221292317,42.65956941392799,0.0,11,1,2,0.0,1.0,0,1
0,0,17,0.018940563838702282,93.7227311295913,0.0,11,2,2,0.0,1.0,0,1
4,0,182,0.023011798466306625,0.0,0.0,11,1,2,0.0,1.0,0,1
1,0,28,0.02268154111778227,10.970423009491723,0.0,11,1,3,0.0,1.0,0,1
7,1,85,0.021851324201804138,1.5776638537691003,0.0,11,1,2,0.0,1.0,1,1
0,0,89,0.030211991975457837,0.0,0.0,11,1,10,0.0,1.0,0,1
1,0,71,0.03811358197251502,10.262575536992081,0.0,11,4,1,0.0,1.0,0,1
1,0,21,0.011853158784462985,42.49486125544744,0.0,12,1,2,0.0,0.0,0,1
3,0,26,0.014307546711133136,20.27217021760898,0.0,5,3,2,0.0,0.0,0,1
2,0,29,0.010298857753081234,19.829762124061915,0.0,5,3,2,0.0,1.0,0,1
1,0,26,0.04185827388537744,1.7120211699765437,0.0,11,2,1,0.0,1.0,0,1
1,0,8,0.007802646560814755,31.06829622536324,0.0,10,6,2,0.0,0.0,1,1
0,2,15,0.0171931955858483,10.552343121493077,0.0,11,1,10,0.0,1.0,1,1
0,0,8,0.012313424525840036,38.180850495050585,0.0,5,3,2,0.0,1.0,0,1
0,0,30,0.00913019645634063,33.16501689493839,0.0,5,2,2,0.0,0.0,0,1
0,0,58,0.03203134894400231,0.0,0.0,11,4,10,0.0,1.0,1,1
0,0,96,0.020911545095395456,0.0,0.0,11,1,1,0.0,1.0,1,1
0,0,8,0.014071803896018724,59.75840315046816,0.0,5,1,2,0.0,0.0,0,1
0,1,8,0.022435744597293007,33.3493321666592,0.0,5,1,2,0.0,1.0,0,1
0,0,19,0.018195209094860425,7.27389580798339,0.0,3,7,2,0.0,1.0,1,1
1,0,14,0.04192575528468191,16.77322756967342,0.0,5,3,1,0.0,1.0,0,1
8,0,14,0.014096323056837657,18.033368606877424,0.0,5,3,3,0.0,1.0,1,1
1,0,16,0.014704256690395406,6.645674836404893,0.0,3,4,2,0.0,1.0,0,1
0,2,194,0.027818459861919935,0.0,0.0,11,3,2,0.0,1.0,0,1
6,0,22,0.010887450711424343,3.3442892895354652,0.0,5,3,1,0.0,1.0,0,1
2,0,22,0.01395809828300519,11.412191688646807,0.0,9,1,4,0.0,1.0,1,1
1,0,1,0.015913055641332337,0.0,0.0,9,1,5,0.0,0.0,0,1
5,0,14,0.015133584356756886,23.612407580665938,0.0,12,2,2,0.0,0.0,0,1
1,0,27,0.03481608710477374,8.320591514163235,0.0,5,4,4,0.0,1.0,0,1
1,0,15,0.023839270371069615,58.150443395211255,0.0,12,1,2,0.0,1.0,0,1
1,0,14,0.046628907003422426,26.288027641619156,0.0,5,3,1,0.0,1.0,0,1
4,0,32,0.01463691352259348,9.114007785164656,0.0,3,3,1,0.0,1.0,0,1
1,0,37,0.01123069667749341,12.72270159948917,0.0,11,1,2,0.0,0.0,0,1
8,2,22,0.01531697229437446,17.914665451576962,0.0,5,3,2,0.0,1.0,0,1
1,0,13,0.004270383052120827,60.913783632363405,0.0,11,1,2,0.0,0.0,0,1
8,2,27,0.013389823530515852,19.32259547583228,0.0,5,3,2,0.0,1.0,1,1
6,1,5,0.013728273065954519,0.0,0.0,11,2,2,0.0,0.0,0,1
1,0,56,0.024649616362303346,0.22826694291121763,0.0,11,1,2,0.0,1.0,1,1
0,0,13,0.011341332934132161,62.5828043174498,0.0,11,4,2,0.0,0.0,0,1
3,2,26,0.018541880508485667,5.7790933729109,0.0,8,1,2,0.0,1.0,1,1
0,0,8,0.04699361074619195,0.0,0.0,11,7,2,0.0,1.0,0,1
0,0,60,0.0415310462200841,0.0,0.0,11,3,2,0.0,1.0,0,1
3,1,36,0.009880208502660455,27.385225049887605,0.0,3,3,8,0.0,1.0,1,1
5,0,13,0.008368381166381174,23.809595322521453,0.0,3,1,2,0.0,1.0,0,1
3,0,198,0.043712739680773764,13.027537757895136,0.0,5,1,3,0.0,1.0,1,1
1,0,32,0.021821699340159706,20.302168022551783,0.0,5,3,4,0.0,1.0,0,1
0,0,37,0.00823779338535175,11.021220894690362,0.0,3,2,2,0.0,0.0,0,1
0,1,34,0.021986213458022406,26.427967373064625,0.2,5,4,4,0.0,1.0,0,1
0,2,90,0.038644613068998676,0.0,0.0,11,1,2,0.0,1.0,0,1
6,2,67,0.02717683944809518,6.203802509156781,0.0,5,7,4,0.0,1.0,0,1
0,0,38,0.016829557985009805,49.44473049316962,0.0,11,1,2,0.0,0.0,0,1
0,0,33,0.012958244535382196,20.10952085368866,0.0,3,9,2,0.0,0.0,0,1
0,0,3,0.0031426309834447514,33.86909059311845,0.0,10,3,2,0.0,1.0,1,1
15,0,28,0.01270316186427267,52.07153924123288,0.0,5,1,2,0.0,1.0,0,1
1,0,42,0.008913850937656616,110.86784450170438,0.0,5,1,4,0.0,1.0,1,1
1,0,25,0.004545455,158.59503073836626,0.0,3,7,2,0.0,1.0,1,1
0,0,2,0.04113324164662839,27.26431699876518,0.0,10,4,1,0.0,1.0,1,1
3,5,74,0.0392342326987868,1.100594701168304,0.0,11,3,2,0.0,1.0,0,1
3,0,39,0.009379541311781283,14.46352851301595,0.0,11,1,2,0.0,1.0,0,1
0,0,17,0.020065610001694364,22.57116281543772,0.0,11,9,3,0.0,1.0,0,1
5,0,18,0.009207379407911507,35.114288725128105,0.0,3,1,2,0.0,1.0,0,1
0,0,10,0.009132164180248788,14.039096127257778,0.0,10,7,2,0.0,0.0,0,1
11,5,304,0.01868742275578848,1.4249946192258118,0.0,11,1,2,0.0,1.0,0,1
0,2,70,0.017417345356644114,11.60787857480852,0.0,11,1,10,0.0,1.0,1,1
2,9,57,0.012501056965384236,32.29394464285071,0.0,11,1,2,0.0,1.0,1,1
0,0,17,0.016893407273921957,58.21166648177959,0.0,11,3,2,0.0,0.0,0,1
1,1,21,0.045559738131433554,19.939068942236645,0.0,11,1,1,0.0,1.0,1,1
1,0,17,0.005344642701124077,15.792832193602699,0.0,12,7,2,0.0,0.0,0,1
0,0,32,0.012549235079419989,17.350466321800127,0.0,3,1,1,0.0,1.0,0,1
6,0,33,0.023886668553539204,33.59264753428112,0.0,11,1,2,0.0,1.0,0,1
2,1,91,0.015760489279331782,5.647963419878408,0.0,11,1,13,0.0,1.0,0,1
0,0,10,0.025187431127590768,31.461996159409978,0.0,7,1,1,0.0,1.0,0,1
1,0,24,0.005230602822257407,17.293933060072163,0.0,3,1,2,0.0,0.0,0,1
0,1,71,0.01537885960931929,0.0,0.0,12,3,2,0.0,0.0,0,1
8,2,31,0.01481047703727223,20.133080744802996,0.0,5,3,2,0.0,1.0,1,1
2,0,63,0.03596564657672219,10.108135951373189,0.0,11,6,2,0.0,1.0,0,1
1,0,38,0.0033896601489549457,54.33856006654442,0.0,11,7,2,0.0,0.0,0,1
2,0,145,0.06448273703854387,0.0,0.0,9,2,3,0.0,1.0,1,1
10,0,28,0.01778085489234868,3.0085680998121216,0.0,3,1,2,0.0,1.0,0,1
0,1,238,0.012144060258879492,0.0,0.0,11,3,10,0.0,1.0,1,1
6,0,33,0.022760348165507035,31.745231839262654,0.0,12,3,2,0.0,1.0,0,1
2,0,15,0.002270796370344214,100.73446008857903,0.0,5,3,2,0.0,1.0,0,1
0,0,50,0.014056936838616209,45.720014238169696,0.0,11,4,2,0.0,0.0,0,1
1,0,33,0.12391780977802172,0.0,0.0,11,3,1,0.0,1.0,0,1
1,0,11,0.037164716016841175,26.87318985978711,0.0,11,3,1,0.0,1.0,0,1
4,0,125,0.013359942391803877,0.0,0.0,11,3,1,0.0,1.0,0,1
1,0,15,0.00920762203258104,60.83813689400655,0.0,11,2,2,0.0,1.0,0,1
4,0,20,0.015140907635904175,33.54001487728031,0.0,5,8,3,0.0,1.0,0,1
6,0,56,0.018693378338816388,6.845161029071788,0.0,11,4,3,0.0,1.0,1,1
1,0,8,0.01559380542547846,28.63429978952977,0.0,11,1,2,0.0,1.0,0,1
0,2,159,0.018652387252376397,0.9016026637868856,0.0,11,1,2,0.0,1.0,0,1
0,0,64,0.01842056035892627,0.6038461657917202,0.0,11,3,2,0.0,1.0,0,1
0,0,13,0.016465383892720738,34.72805963900594,0.0,11,1,2,0.0,0.0,0,1
6,3,33,0.026049676312719865,4.921922404983546,0.0,11,1,13,0.0,1.0,0,1
2,0,98,0.005703355037147983,82.07845748825218,0.0,11,1,2,0.0,0.0,0,1
0,0,6,0.028171225947567408,40.60746203662281,0.0,12,4,1,0.0,1.0,0,1
0,1,8,0.0064435770860159555,29.344876586262515,0.0,5,1,4,0.0,0.0,0,1
0,0,13,0.013832215449570633,19.69260230624449,0.0,5,4,4,0.0,1.0,1,1
